C38155|recurrent-disease
C48319|adrenal-gland-adenomatoid-tumor
C6382|epididymal-adenomatoid-tumor
C40129|fallopian-tube-adenomatoid-tumor
C126331|ovarian-adenomatoid-tumor
C92187|pericardial-adenomatoid-tumor
C4499|pleural-adenomatoid-tumor
C27250|uterine-corpus-adenomatoid-tumor
C7354|peritoneal-adenomatoid-tumor
C7635|well-differentiated-papillary-mesothelioma
C45661|peritoneal-well-differentiated-papillary-mesothelioma
C45660|pleural-well-differentiated-papillary-mesothelioma
C7632|pericardial-mesothelioma
C7631|pericardial-malignant-mesothelioma
C9253|recurrent-pericardial-malignant-mesothelioma
C7633|peritoneal-mesothelioma
C9350|peritoneal-malignant-mesothelioma
C8705|recurrent-peritoneal-malignant-mesothelioma
C4456|malignant-mesothelioma
C40444|ovarian-malignant-mesothelioma
C9239|localized-malignant-mesothelioma
C45666|localized-pleural-malignant-mesothelioma
C7866|recurrent-malignant-mesothelioma
C8707|recurrent-pleural-malignant-mesothelioma
C8420|diffuse-malignant-mesothelioma
C4282|biphasic-mesothelioma
C45665|pleural-biphasic-mesothelioma
C6747|desmoplastic-mesothelioma
C45664|pleural-desmoplastic-mesothelioma
C7985|epithelioid-mesothelioma
C45662|pleural-epithelioid-mesothelioma
C45655|sarcomatoid-mesothelioma
C45663|pleural-sarcomatoid-mesothelioma
C27779|lymphohistiocytoid-mesothelioma
C7376|pleural-malignant-mesothelioma
C136374|pleural-malignant-mesothelioma-by-ajcc-v7-stage
C6647,C136402|stage-ii-pleural-malignant-mesothelioma
C6648,C136403|stage-iii-pleural-malignant-mesothelioma
C6649,C136406|stage-iv-pleural-malignant-mesothelioma
C6646,C136400|stage-i-pleural-malignant-mesothelioma
C87195,C136409|stage-ia-pleural-malignant-mesothelioma
C87196,C136401|stage-ib-pleural-malignant-mesothelioma
C136399|pleural-malignant-mesothelioma-by-ajcc-v8-stage
C136404|stage-iiia-pleural-malignant-mesothelioma
C136405|stage-iiib-pleural-malignant-mesothelioma
C9351|pleural-mesothelioma
C6930|mixed-neoplasm
C4167|adrenal-cortex-mixed-cell-adenoma
C121686|hybrid-nerve-sheath-tumor
C133091|lung-adenofibroma
C4474|mixed-tumor-of-the-skin-chondroid-syringoma
C121786|mixed-tumor-not-otherwise-specified
C139548|vulvar-composite-papillary-hidradenoma-and-fibroadenoma
C4157|mixed-cell-adenoma
C7994|parathyroid-gland-mixed-cell-type-adenoma
C43312|mixed-epithelial-and-mesenchymal-hair-follicle-neoplasm
C43322|benign-mixed-epithelial-and-mesenchymal-hair-follicle-neoplasm
C37263|mixed-epithelial-stromal-tumor-of-the-kidney
C37264|benign-mixed-epithelial-stromal-tumor-of-the-kidney
C37265|malignant-mixed-epithelial-stromal-tumor-of-the-kidney
C8271|mixed-astrocytoma-ependymoma
C8272|mixed-astrocytoma-ependymoma-oligodendroglioma
C9371|adult-brain-stem-mixed-glioma
C4050|oligoastrocytoma
C129323|oligoastrocytoma-not-otherwise-specified
C5241|mixed-germ-cell-sex-cord-stromal-tumor
C3754|gonadoblastoma
C39985|ovarian-gonadoblastoma
C39911|testicular-gonadoblastoma
C7321|ovarian-mixed-germ-cell-sex-cord-stromal-tumor
C7322|testicular-mixed-germ-cell-sex-cord-stromal-tumor
C39912|testicular-mixed-germ-cell-sex-cord-stromal-tumor-unclassified
C4508|ovarian-seromucinous-tumor
C40090|malignant-ovarian-mixed-epithelial-tumor
C7282|benign-ovarian-seromucinous-tumor
C126311|ovarian-seromucinous-adenofibroma
C40274|vaginal-mixed-epithelial-and-mesenchymal-neoplasm
C40275|benign-vaginal-mixed-epithelial-and-mesenchymal-neoplasm
C40280|benign-vaginal-mixed-tumor
C40276|malignant-vaginal-mixed-epithelial-and-mesenchymal-neoplasm
C40279|malignant-vaginal-mixed-tumor-resembling-synovial-sarcoma
C40277|vaginal-adenosarcoma
C40278|vaginal-carcinosarcoma
C40226|cervical-mixed-epithelial-and-mesenchymal-neoplasm
C40228|malignant-cervical-mixed-epithelial-and-mesenchymal-neoplasm
C40229|cervical-adenosarcoma
C36097|cervical-carcinosarcoma
C40227|benign-cervical-mixed-epithelial-and-mesenchymal-neoplasm
C40230|cervical-adenofibroma
C40231|cervical-adenomyoma
C40232|cervical-adenomyoma-endocervical-type
C40233|cervical-adenomyoma-endometrial-type
C40234|cervical-atypical-polypoid-adenomyoma
C3743|fibroepithelial-neoplasm
C139546|anal-ectopic-fibroadenoma
C39812|metanephric-adenofibroma
C128242|vulvar-ectopic-fibroadenoma
C139547|perineal-ectopic-fibroadenoma
C40405|breast-fibroepithelial-neoplasm
C7575|breast-phyllodes-tumor
C5196|benign-breast-phyllodes-tumor
C4504|malignant-breast-phyllodes-tumor
C3744|breast-fibroadenoma
C5194|breast-complex-fibroadenoma
C4273|breast-giant-fibroadenoma
C4271|breast-intracanalicular-fibroadenoma
C4276|breast-juvenile-fibroadenoma
C4272|breast-pericanalicular-fibroadenoma
C2977|phyllodes-tumor
C4275|malignant-phyllodes-tumor
C5531|malignant-prostate-phyllodes-tumor
C128165|malignant-vulvar-phyllodes-tumor
C4274|benign-phyllodes-tumor
C5532|benign-prostate-phyllodes-tumor
C7574|prostate-phyllodes-tumor
C8602|pleomorphic-adenoma
C40408|breast-pleomorphic-adenoma
C83174|cellular-pleomorphic-adenoma
C4542|lacrimal-gland-pleomorphic-adenoma
C45603|lung-pleomorphic-adenoma
C40409|salivary-gland-pleomorphic-adenoma
C4650|parotid-gland-pleomorphic-adenoma
C6242|oral-cavity-pleomorphic-adenoma
C6212|hard-palate-pleomorphic-adenoma
C6211|soft-palate-pleomorphic-adenoma
C35691|mixed-tumor-of-the-salivary-gland
C35416|mixed-tumor-of-the-parotid-gland
C5945|malignant-parotid-gland-mixed-tumor
C5974|parotid-gland-carcinoma-ex-pleomorphic-adenoma
C35832|parotid-gland-carcinosarcoma
C8025|malignant-mixed-tumor-of-the-salivary-gland
C35831|carcinosarcoma-of-the-salivary-gland
C5955|malignant-mixed-tumor-of-the-minor-salivary-gland
C5976|minor-salivary-gland-carcinoma-ex-pleomorphic-adenoma
C5902|malignant-mixed-tumor-of-the-major-salivary-gland
C5975|major-salivary-gland-carcinoma-ex-pleomorphic-adenoma
C5977|submandibular-gland-carcinoma-ex-pleomorphic-adenoma
C5944|malignant-submandibular-gland-mixed-tumor
C40410|salivary-gland-carcinoma-ex-pleomorphic-adenoma
C3729|malignant-mixed-neoplasm
C40035|adenocarcinofibroma
C40079|ovarian-clear-cell-adenocarcinofibroma
C67092|ovarian-serous-adenocarcinofibroma
C40034|ovarian-mucinous-adenocarcinofibroma
C7683|adenocarcinoma-with-cartilaginous-and-osseous-metaplasia
C7685|adenocarcinoma-with-cartilaginous-metaplasia
C7684|adenocarcinoma-with-osseous-metaplasia
C7591|combined-lung-cancer
C7267|combined-large-cell-lung-neuroendocrine-carcinoma
C9137|combined-small-cell-lung-cancer
C9379|combined-small-cell-lung-carcinoma-and-lung-adenocarcinoma
C9423|combined-small-cell-and-squamous-cell-lung-carcinoma
C5160|mixed-lobular-and-ductal-breast-carcinoma
C7690|intraductal-and-lobular-carcinoma
C34448|carcinosarcoma
C96939|extrahepatic-bile-duct-carcinosarcoma
C96848|liver-carcinosarcoma
C8975|malignant-mixed-mesodermal-mullerian-tumor
C40124|fallopian-tube-carcinosarcoma
C9192|ovarian-carcinosarcoma
C42700|uterine-carcinosarcoma
C9180|uterine-corpus-carcinosarcoma
C113239|uterine-carcinosarcoma-heterologous-type
C113238|uterine-carcinosarcoma-homologous-type
C4397|carcinoma-ex-pleomorphic-adenoma
C6804|lacrimal-gland-carcinoma-ex-pleomorphic-adenoma
C9474|adenosarcoma
C7317|ovarian-adenosarcoma
C102570|uterine-ligament-adenosarcoma
C40125|fallopian-tube-adenosarcoma
C6336|uterine-corpus-adenosarcoma
C139894|uterine-corpus-adenosarcoma-by-ajcc-v8-stage
C139899|stage-ii-uterine-corpus-adenosarcoma
C139895|stage-i-uterine-corpus-adenosarcoma
C139896|stage-ia-uterine-corpus-adenosarcoma
C139897|stage-ib-uterine-corpus-adenosarcoma
C139898|stage-ic-uterine-corpus-adenosarcoma
C139900|stage-iii-uterine-corpus-adenosarcoma
C139901|stage-iiia-uterine-corpus-adenosarcoma
C139902|stage-iiib-uterine-corpus-adenosarcoma
C139903|stage-iiic-uterine-corpus-adenosarcoma
C139904|stage-iv-uterine-corpus-adenosarcoma
C139905|stage-iva-uterine-corpus-adenosarcoma
C139906|stage-ivb-uterine-corpus-adenosarcoma
C6311|malignant-uterine-corpus-mixed-epithelial-and-mesenchymal-neoplasm
C40182|uterine-corpus-carcinofibroma
C3730|mixed-mesodermal-mullerian-tumor
C3726|adenomyoma
C6895|atypical-polypoid-adenomyoma
C40235|uterine-corpus-atypical-polypoid-adenomyoma
C6338|uterine-corpus-adenomyoma
C8984|female-reproductive-system-adenofibroma
C6337|uterine-corpus-adenofibroma
C8986|papillary-adenofibroma
C27287|ovarian-endometrioid-adenofibroma
C27288|ovarian-endometrioid-cystadenofibroma
C67090|serous-adenofibroma
C126478|broad-ligament-serous-adenofibroma
C126477|broad-ligament-serous-cystadenofibroma
C40113|fallopian-tube-serous-adenofibroma
C40114|fallopian-tube-serous-cystadenofibroma
C40031|ovarian-serous-adenofibroma
C40032|ovarian-serous-cystadenofibroma
C8987|clear-cell-adenofibroma
C8988|clear-cell-cystadenofibroma
C40086|ovarian-clear-cell-cystadenofibroma
C40085|ovarian-clear-cell-adenofibroma
C8985|cystadenofibroma
C40020|rete-ovarii-cystadenofibroma
C8979|mucinous-cystadenofibroma
C40041|ovarian-mucinous-cystadenofibroma
C8978|mucinous-adenofibroma
C40040|ovarian-mucinous-adenofibroma
C40181|uterine-corpus-mixed-epithelial-and-mesenchymal-neoplasm
C6335|benign-uterine-corpus-mixed-epithelial-and-mesenchymal-neoplasm
C7058|melanocytic-neoplasm
C9498|melanocytoma
C4230|melanocytoma-of-the-eyeball
C4662|meningeal-melanocytoma
C40335|vulvar-melanocytic-neoplasm
C40329|vulvar-melanoma
C128289|vulvar-melanocytic-nevus
C40333|atypical-melanocytic-nevus-genital-type
C40331|vulvar-acquired-melanocytic-nevus
C40332|vulvar-blue-nevus
C40330|vulvar-congenital-melanocytic-nevus
C5504|central-nervous-system-melanocytic-neoplasm
C5505|central-nervous-system-melanoma
C5442|intracranial-melanoma
C5158|spinal-cord-melanoma
C5317|meningeal-melanoma
C6891|meningeal-melanomatosis
C5319|adult-meningeal-melanoma
C4661,C115253|primary-melanocytic-lesion-of-meninges
C6890|meningeal-melanocytosis
C7570|melanocytic-nevus
C54658|breast-nevus
C54661|head-and-neck-nevus
C4556|iris-nevus
C27095|nonpigmented-nevus
C54659|acral-skin-nevus
C4739|acrosyringeal-nevus
C4551|conjunctival-nevus
C3880|eyelid-nevus
C54660|flexural-skin-nevus
C3944|congenital-melanocytic-nevus
C4234|giant-congenital-nevus
C66755|proliferative-dermal-lesion-in-congenital-nevus
C66754|small-congenital-melanocytic-nevus
C27816|pigmented-nevus
C4751|pigmented-spindle-cell-nevus
C3803|blue-nevus
C40240|cervical-blue-nevus
C4241|cellular-blue-nevus
C4496|common-blue-nevus
C40282|vaginal-blue-nevus
C7571|benign-melanocytic-skin-nevus
C4226|balloon-cell-nevus
C4495|cockade-nevus
C3901|compound-nevus
C7576|deep-penetrating-nevus
C7602|halo-nevus
C4231|junctional-nevus
C82862|meyerson-nevus
C7603|regressing-nevus
C4498|speckled-lentiginous-nevus
C4497|desmoplastic-nevus
C82864|desmoplastic-spitz-nevus
C3804|intradermal-nevus
C4229|neuronevus
C27007|spitz-nevus
C66757|epithelioid-cell-nevus
C66758|spindle-cell-nevus
C7578|nevus-of-female-genitalia
C40281|benign-vaginal-melanocytic-nevus
C7161|melanocytic-skin-neoplasm
C136825|atypical-spitz-nevus
C37258|paraganglioma-like-dermal-melanocytic-tumor
C3510|cutaneous-skin-melanoma
C4633|amelanotic-cutaneous-skin-melanoma
C4227|balloon-cell-cutaneous-skin-melanoma
C66753|malignant-cutaneous-skin-melanoma-in-precancerous-melanosis
C4240|cutaneous-skin-melanoma-arising-from-blue-nevus
C4232|cutaneous-skin-melanoma-in-junctional-nevus
C48612|minimal-deviation-cutaneous-skin-melanoma
C54662|nevoid-cutaneous-skin-melanoma
C4225|nodular-cutaneous-skin-melanoma
C7089|regressing-cutaneous-skin-melanoma
C7361|scrotal-melanoma
C54663|signet-ring-cutaneous-skin-melanoma
C4022|acral-lentiginous-melanoma
C8781|stage-i-acral-lentiginous-melanoma
C8782|stage-ii-acral-lentiginous-melanoma
C8783|stage-iii-acral-lentiginous-melanoma
C8784|stage-iv-acral-lentiginous-melanoma
C37257|desmoplastic-cutaneous-skin-melanoma
C48614|desmoplastic-neurotropic-melanoma
C9151|lentigo-maligna-melanoma
C8786|stage-i-lentigo-maligna-melanoma
C8787|stage-ii-lentigo-maligna-melanoma
C8788|stage-iii-lentigo-maligna-melanoma
C8789|stage-iv-lentigo-maligna-melanoma
C48613|cutaneous-skin-melanoma-in-congenital-melanocytic-nevus
C4235|melanoma-arising-in-giant-congenital-nevus
C9152|superficial-spreading-cutaneous-skin-melanoma
C8790|stage-i-superficial-spreading-cutaneous-skin-melanoma
C8791|stage-ii-superficial-spreading-cutaneous-skin-melanoma
C8792|stage-iii-superficial-spreading-cutaneous-skin-melanoma
C8793|stage-iv-superficial-spreading-cutaneous-skin-melanoma
C90514|cutaneous-melanoma-by-ajcc-v6-stage
C7916,C88414|stage-i-cutaneous-skin-melanoma
C7918,C88415|stage-iii-cutaneous-skin-melanoma
C9096|stage-iv-cutaneous-skin-melanoma
C8423|stage-0-cutaneous-skin-melanoma
C43372|lentigo-maligna
C7917|stage-ii-cutaneous-skin-melanoma
C86033|stage-iia-cutaneous-skin-melanoma
C27742|stage-iib-cutaneous-skin-melanoma
C86034|stage-iic-cutaneous-skin-melanoma
C91231|cutaneous-melanoma-by-ajcc-v7-stage
C86026|stage-ia-cutaneous-skin-melanoma
C86030|stage-ib-cutaneous-skin-melanoma
C86049|stage-iiia-cutaneous-skin-melanoma
C86051|stage-iiib-cutaneous-skin-melanoma
C86053|stage-iiic-cutaneous-skin-melanoma
C137645|cutaneous-melanoma-by-ajcc-v8-stage
C137646|cutaneous-melanoma-by-ajcc-v8-clinical-stage
C137647|clinical-stage-0-cutaneous-melanoma-ajcc-v8
C137655|clinical-stage-iii-cutaneous-melanoma-ajcc-v8
C137656|clinical-stage-iv-cutaneous-melanoma-ajcc-v8
C137648|clinical-stage-i-cutaneous-melanoma-ajcc-v8
C137649|clinical-stage-ia-cutaneous-melanoma-ajcc-v8
C137650|clinical-stage-ib-cutaneous-melanoma-ajcc-v8
C137651|clinical-stage-ii-cutaneous-melanoma-ajcc-v8
C137652|clinical-stage-iia-cutaneous-melanoma-ajcc-v8
C137653|clinical-stage-iib-cutaneous-melanoma-ajcc-v8
C137654|clinical-stage-iic-cutaneous-melanoma-ajcc-v8
C137657|cutaneous-melanoma-by-ajcc-v8-pathologic-stage
C137662|pathologic-stage-0-cutaneous-melanoma-ajcc-v8
C137677|pathologic-stage-iv-cutaneous-melanoma-ajcc-v8
C137663|pathologic-stage-i-cutaneous-melanoma-ajcc-v8
C137664|pathologic-stage-ia-cutaneous-melanoma-ajcc-v8
C137665|pathologic-stage-ib-cutaneous-melanoma-ajcc-v8
C137666|pathologic-stage-ii-cutaneous-melanoma-ajcc-v8
C137667|pathologic-stage-iia-cutaneous-melanoma-ajcc-v8
C137668|pathologic-stage-iib-cutaneous-melanoma-ajcc-v8
C137669|pathologic-stage-iic-cutaneous-melanoma-ajcc-v8
C137670|pathologic-stage-iii-cutaneous-melanoma-ajcc-v8
C137671|pathologic-stage-iiia-cutaneous-melanoma-ajcc-v8
C137672|pathologic-stage-iiib-cutaneous-melanoma-ajcc-v8
C137673|pathologic-stage-iiic-cutaneous-melanoma-ajcc-v8
C137675|pathologic-stage-iiid-cutaneous-melanoma-ajcc-v8
C3224|melanoma
C118828|orbital-melanoma
C8410|breast-melanoma
C9499|melanomatosis
C3802|amelanotic-melanoma
C4228|regressing-melanoma
C7090|regressing-non-cutaneous-melanoma
C4236|epithelioid-cell-melanoma
C35780|epithelioid-cell-uveal-melanoma
C6102|choroid-epithelioid-cell-melanoma
C6119|ciliary-body-epithelioid-cell-melanoma
C66756|mixed-epithelioid-and-spindle-cell-melanoma
C35781|mixed-cell-uveal-melanoma
C35782|choroid-mixed-cell-melanoma
C35783|ciliary-body-mixed-cell-melanoma
C4237|spindle-cell-melanoma
C7986|spindle-cell-uveal-melanoma
C6098|iris-spindle-cell-melanoma
C6099|choroid-spindle-cell-melanoma
C6861|choroid-spindle-cell-type-a-melanoma
C6862|choroid-spindle-cell-type-b-melanoma
C6117|ciliary-body-spindle-cell-melanoma
C6864|ciliary-body-spindle-cell-type-a-melanoma
C6863|ciliary-body-spindle-cell-type-b-melanoma
C7987|spindle-cell-type-a-uveal-melanoma
C7988|spindle-cell-type-b-uveal-melanoma
C4238|type-a-spindle-cell-melanoma
C4239|type-b-spindle-cell-melanoma
C8711|non-cutaneous-melanoma
C45652|lung-melanoma
C7091|digestive-system-melanoma
C4639|anal-melanoma
C5707|esophageal-melanoma
C5735|gallbladder-melanoma
C4640|rectal-melanoma
C114828|mucosal-melanoma
C40239|cervical-melanoma
C48622|mucosal-lentiginous-melanoma
C27394|vaginal-melanoma
C133187|mucosal-melanoma-of-the-head-and-neck
C5915|oral-cavity-mucosal-melanoma
C133186|mucosal-melanoma-of-the-head-and-neck-by-ajcc-v7-stage
C87532|stage-iii-mucosal-melanoma-of-the-head-and-neck
C87533|stage-iva-mucosal-melanoma-of-the-head-and-neck
C87534|stage-ivb-mucosal-melanoma-of-the-head-and-neck
C87535|stage-ivc-mucosal-melanoma-of-the-head-and-neck
C8562|ocular-melanoma
C4550|conjunctival-melanoma
C4553|corneal-melanoma
C4358|eyelid-melanoma
C7913|ocular-melanoma-with-extraocular-extension
C8601|retinal-melanoma
C7712|intraocular-melanoma
C9090|mediumlarge-size-posterior-uveal-melanoma
C9089|small-size-posterior-uveal-melanoma
C7989|intermediate-cell-type-uveal-melanoma
C6100|intermediate-cell-type-choroid-melanoma
C6118|intermediate-cell-type-ciliary-body-melanoma
C6101|intermediate-cell-type-iris-melanoma
C9088|iris-melanoma
C7990|necrotic-uveal-melanoma
C6865|choroid-necrotic-melanoma
C4561|choroid-melanoma
C4558|ciliary-body-melanoma
C140659|choroidal-and-ciliary-body-melanoma-by-ajcc-v8-stage
C140660|stage-i-choroidal-and-ciliary-body-melanoma-ajcc-v8
C140668|stage-iv-choroidal-and-ciliary-body-melanoma-ajcc-v8
C140661|stage-ii-choroidal-and-ciliary-body-melanoma-ajcc-v8
C140662|stage-iia-choroidal-and-ciliary-body-melanoma-ajcc-v8
C140663|stage-iib-choroidal-and-ciliary-body-melanoma-ajcc-v8
C140664|stage-iii-choroidal-and-ciliary-body-melanoma-ajcc-v8
C140665|stage-iiia-choroidal-and-ciliary-body-melanoma-ajcc-v8
C140666|stage-iiib-choroidal-and-ciliary-body-melanoma-ajcc-v8
C140667|stage-iiic-choroidal-and-ciliary-body-melanoma-ajcc-v8
C140672|uveal-melanoma-by-ajcc-v7-stage
C5577|stage-i-uveal-melanoma
C5580|stage-iv-uveal-melanoma
C5578|stage-ii-uveal-melanoma
C88135|stage-iia-uveal-melanoma
C88136|stage-iib-uveal-melanoma
C5579|stage-iii-uveal-melanoma
C88137|stage-iiia-uveal-melanoma
C88138|stage-iiib-uveal-melanoma
C88139|stage-iiic-uveal-melanoma
C111030|uveal-melanoma-by-gene-expression-profile
C111021|class-2-uveal-melanoma
C111020|class-1-uveal-melanoma
C111022|class-1a-uveal-melanoma
C111023|class-1b-uveal-melanoma
C35562|neuroepithelial-perineurial-and-schwann-cell-neoplasm
C4972|nerve-sheath-neoplasm
C121681|solitary-circumscribed-neuroma
C6970|melanotic-schwannoma
C6635|mediastinal-melanotic-schwannoma
C3272|neurofibroma
C41426|atypical-neurofibroma
C5359|cardiac-neurofibroma
C41427|cellular-neurofibroma
C128451|cutaneous-neurofibroma
C8426|diffuse-neurofibroma
C6558|epithelioid-neurofibroma
C5704|esophageal-neurofibroma
C5746|gallbladder-neurofibroma
C6631|mediastinal-neurofibroma
C66841|melanotic-neurofibroma
C4328|pacinian-neurofibroma
C3797|plexiform-neurofibroma
C5145|spinal-cord-neurofibroma
C7018|neurothekeoma
C121680|dermal-nerve-sheath-myxoma
C4973|perineurioma
C6911|intraneural-perineurioma
C6912|soft-tissue-perineurioma
C96513|colorectal-perineurioma
C92186|malignant-intraocular-peripheral-nerve-sheath-tumor
C128050|cervical-malignant-peripheral-nerve-sheath-tumor
C6561|epithelioid-malignant-peripheral-nerve-sheath-tumor
C6560|glandular-malignant-peripheral-nerve-sheath-tumor
C5367|malignant-cardiac-peripheral-nerve-sheath-tumor
C92185|malignant-esophageal-peripheral-nerve-sheath-tumor
C66845|malignant-peripheral-nerve-sheath-tumor-with-perineurial-differentiation
C8822|metastatic-malignant-peripheral-nerve-sheath-tumor
C8823|recurrent-malignant-peripheral-nerve-sheath-tumor
C4748|malignant-melanotic-peripheral-nerve-sheath-tumor
C6630|malignant-melanotic-peripheral-nerve-sheath-tumor-of-the-mediastinum
C6910|melanotic-psammomatous-malignant-peripheral-nerve-sheath-tumor
C92647|malignant-peripheral-nerve-sheath-tumor-with-mesenchymal-differentiation
C4335|malignant-triton-tumor
C6626|mediastinal-malignant-peripheral-nerve-sheath-tumor
C3269|schwannoma
C4724|cellular-schwannoma
C5413|cerebellopontine-angle-schwannoma
C121677|conventional-schwannoma
C5321|microcysticreticular-schwannoma
C6556|degenerated-schwannoma
C6969|plexiform-schwannoma
C3276|acoustic-schwannoma
C5434|schwannoma-of-the-twelfth-cranial-nerve
C4655|trigeminal-schwannoma
C41430|peripheral-nerve-schwannoma
C92182|benign-intraocular-schwannoma
C27476|benign-bone-schwannoma
C5358|benign-cardiac-schwannoma
C5569|benign-dermal-schwannoma
C5703|benign-esophageal-schwannoma
C96512|colorectal-schwannoma
C95901|gastric-schwannoma
C5323|jugular-foramen-schwannoma
C5418|pleural-schwannoma
C6718|sternal-intraosseous-schwannoma
C5421|sympathetic-schwannoma
C6162|ureter-schwannoma
C6643|mediastinal-schwannoma
C6636|benign-mediastinal-psammomatous-schwannoma
C3474|granular-cell-tumor
C40400|breast-granular-cell-tumor
C5700|esophageal-granular-cell-tumor
C6601|mediastinal-granular-cell-tumor
C7017|granular-cell-tumor-of-the-neurohypophysis
C4336|malignant-granular-cell-tumor
C5614|malignant-cutaneous-granular-cell-tumor
C5484|malignant-gastric-granular-cell-tumor
C5360|cardiac-granular-cell-tumor
C40328|vulvar-granular-cell-tumor
C5617|cutaneous-granular-cell-tumor
C54094|gastric-granular-cell-tumor
C5483|benign-gastric-granular-cell-tumor
C3252|benign-granular-cell-tumor
C5607|benign-anal-granular-cell-tumor
C5502|benign-peripheral-nerve-granular-cell-tumor
C5852|extrahepatic-bile-duct-benign-granular-cell-tumor
C96516|colorectal-benign-granular-cell-tumor
C7131|gallbladder-benign-granular-cell-tumor
C7605|oral-cavity-benign-granular-cell-tumor
C6210|soft-palate-benign-granular-cell-tumor
C5912|oral-cavity-granular-cell-tumor
C3787|neuroepithelial-neoplasm
C121963|cribriform-neuroepithelial-tumor
C6965|pineal-parenchymal-cell-neoplasm
C8273|adult-pineal-parenchymal-cell-neoplasm
C8291,C6966|pineocytoma
C6967|pineal-parenchymal-tumor-of-intermediate-differentiation
C4747|neuronal-and-mixed-neuronal-glial-tumors
C4717|anaplastic-ganglioglioma
C3791|central-neurocytoma
C129424|diffuse-leptomeningeal-glioneuronal-tumor
C92555|extraventricular-neurocytoma
C92554|papillary-glioneuronal-tumor
C27363|adult-ganglioglioma
C7372|cerebellar-neuronal-and-mixed-neuronal-glial-tumor
C6905|cerebellar-liponeurocytoma
C8419|dysplastic-cerebellar-gangliocytoma
C6934|gangliocytoma
C45917|pituitary-gland-gangliocytoma
C45918|hypothalamic-gangliocytoma
C129431|rosette-forming-glioneuronal-tumor
C67559|rosette-forming-glioneuronal-tumor-of-the-fourth-ventricle
C3059|glioma
C5592|chordoid-glioma-of-the-third-ventricle
C5446|meningeal-gliomatosis
C4324|astroblastoma
C84347|anaplastic-astroblastoma
C4534|spinal-cord-glioma
C4641|spinal-cord-astrocytoma
C4535|spinal-cord-oligodendroglioma
C131526|ependymal-tumor-of-spinal-cord
C131601|cervical-spinal-cord-ependymal-tumor
C131608|cervical-and-lumbosacral-spinal-cord-ependymal-tumor
C131605|cervical-and-thoracic-spinal-cord-ependymal-tumor
C131609|cervical-thoracic-and-lumbosacral-spinal-cord-ependymal-tumor
C131604|lumbosacral-spinal-cord-ependymal-tumor
C131603|thoracic-spinal-cord-ependymal-tumor
C131606|thoracic-and-lumbosacral-spinal-cord-ependymal-tumor
C3875,C27399|spinal-cord-ependymoma
C4537|optic-nerve-glioma
C6769|optic-nerve-astrocytoma
C7533|visual-pathway-astrocytoma
C7445|brain-stem-astrocytoma
C6954|adult-brain-stem-astrocytoma
C5098|brain-stem-ependymoma
C7446|anaplastic-brain-stem-glioma
C6770|ependymal-tumor
C129351|ependymoma-rela-fusion-positive
C131610|ependymal-tumor-of-brain-and-spinal-cord
C131592|cerebellar-brain-stem-and-cervical-spinal-cord-ependymal-tumor
C131613|infratentorial-and-spinal-cord-ependymal-tumor
C3697,C115263|myxopapillary-ependymoma
C3795,C115623|subependymoma
C68690|adult-ependymal-tumor
C9372|brain-ependymoma
C4713|cellular-ependymoma
C4714|clear-cell-ependymoma
C4319|papillary-ependymoma
C6903|tanycytic-ependymoma
C3861|ependymal-tumor-of-brain
C131576|cerebellar-ependymal-tumor
C131585|cerebellar-and-brain-stem-ependymal-tumor
C131586|cerebellar-fourth-ventricle-and-brain-stem-ependymal-tumor
C131573|frontal-lobe-ependymal-tumor
C131584|frontal-lobe-and-parietal-lobe-ependymal-tumor
C131589|occipital-lobe-parietal-lobe-and-ventricular-ependymal-tumor
C131575|parietal-lobe-ependymal-tumor
C131581|parietal-lobe-and-occipital-lobe-ependymal-tumor
C131587|posterior-cranial-fossa-ependymal-tumor
C131574|temporal-lobe-ependymal-tumor
C131582|temporal-lobe-and-parietal-lobe-ependymal-tumor
C131598|temporal-lobe-parietal-lobe-and-lateral-ventricle-ependymal-tumor
C131612|infratentorial-ependymal-tumor
C131611|supratentorial-ependymal-tumor
C131583|cerebellar-and-ventricular-ependymal-tumor
C131597|cerebellar-and-fourth-ventricle-ependymal-tumor
C131577|ventricular-ependymal-tumor
C131593|fourth-ventricle-ependymal-tumor
C131594|lateral-ventricle-ependymal-tumor
C131595|third-ventricle-ependymal-tumor
C131578|ventricular-and-brain-stem-ependymal-tumor
C131596|fourth-ventricle-and-brain-stem-ependymal-tumor
C6960,C68691|oligodendroglial-tumor
C9376,C9377|brain-oligodendroglioma
C129318|oligodendroglioma-idh-mutant-and-1p19q-codeleted
C129319|oligodendroglioma-not-otherwise-specified
C4822|malignant-glioma
C129325|diffuse-glioma
C4318|gliomatosis-cerebri
C41842|gliomatosis-cerebri-type-i
C41843|gliomatosis-cerebri-type-ii
C7173,C7174|diffuse-astrocytoma
C129274|diffuse-astrocytoma-idh-wildtype
C129277|diffuse-astrocytoma-not-otherwise-specified
C4322|fibrillary-astrocytoma
C4320|protoplasmic-astrocytoma
C129271|diffuse-astrocytoma-idh-mutant
C129272|gemistocytic-astrocytoma-idh-mutant
C4321|gemistocytic-astrocytoma
C92552|angiocentric-glioma
C3696,C71017|subependymal-giant-cell-astrocytoma
C4047,C71016|pilocytic-astrocytoma
C6809|cerebellar-pilocytic-astrocytoma
C6958|astrocytic-tumor
